amps,cell,dur,expt,freqs,rep,spikes
70,1,25,tuning_curve,2828.43,16,-18.933333329187
70,1,25,tuning_curve,16000,16,36.1666666700557
70,1,25,tuning_curve,16000,16,40.9000000033757
70,1,25,tuning_curve,16000,16,50.5333333367162
40,1,25,tuning_curve,1000,17,91.9666666734429
40,1,25,tuning_curve,2828.43,17,-26.5666666655306
40,1,25,tuning_curve,5656.85,17,22.7333333325532
40,1,25,tuning_curve,32000,17,-6.80000000409109
40,1,25,tuning_curve,32000,17,-0.633333337418662
55,1,25,tuning_curve,5656.85,17,-53.533333328005
55,1,25,tuning_curve,8000,17,-57.8666666634717
55,1,25,tuning_curve,11313.7,17,-17.4666666686107
55,1,25,tuning_curve,45254.8,17,38.6000000014519
55,1,25,tuning_curve,64000,17,-45.6666666674437
70,1,25,tuning_curve,-1,17,99.0666666752986
70,1,25,tuning_curve,1000,17,1.66666666416404
70,1,25,tuning_curve,4000,17,21.2333333429342
70,1,25,tuning_curve,11313.7,17,-21.7666666599143
70,1,25,tuning_curve,11313.7,17,44.7666666733539
70,1,25,tuning_curve,22627.4,17,-66.0333333360086
70,1,25,tuning_curve,22627.4,17,9.06666666401179
70,1,25,tuning_curve,45254.8,17,-74.0666666640664
70,1,25,tuning_curve,45254.8,17,-39.9999999974625
70,1,25,tuning_curve,45254.8,17,76.3333333359242
70,1,25,tuning_curve,45254.8,17,89.1333333358943
70,1,25,tuning_curve,64000,17,-81.4333333280501
40,1,25,tuning_curve,-1,18,-49.9333333289087
40,1,25,tuning_curve,1000,18,-83.7666666637915
40,1,25,tuning_curve,1000,18,18.1666666694582
40,1,25,tuning_curve,8000,18,14.400000009914
40,1,25,tuning_curve,8000,18,34.4666666765079
40,1,25,tuning_curve,16000,18,-49.3666666696981
40,1,25,tuning_curve,45254.8,18,13.5000000093441
40,1,25,tuning_curve,64000,18,-9.10000000101263
40,1,25,tuning_curve,64000,18,74.9666666656594
40,1,25,tuning_curve,64000,18,92.7666666656251
55,1,25,tuning_curve,2828.43,18,-29.0999999939459
55,1,25,tuning_curve,4000,18,-11.4333333307286
55,1,25,tuning_curve,16000,18,11.6333333310195
70,1,25,tuning_curve,-1,18,21.0666666755515
70,1,25,tuning_curve,-1,18,25.9666666754583
70,1,25,tuning_curve,2000,18,-22.4333333372897
70,1,25,tuning_curve,11313.7,18,-58.3333333282781
70,1,25,tuning_curve,16000,18,-73.1666666706587
70,1,25,tuning_curve,22627.4,18,-68.0666666709158
70,1,25,tuning_curve,22627.4,18,-15.0666666709185
70,1,25,tuning_curve,22627.4,18,80.1999999957843
70,1,25,tuning_curve,45254.8,18,34.1000000015583
70,1,25,tuning_curve,45254.8,18,63.5333333349308
40,1,25,tuning_curve,2000,19,-96.8333333350984
40,1,25,tuning_curve,2000,19,37.7666666648793
55,1,25,tuning_curve,8000,19,-67.2666666625901
55,1,25,tuning_curve,16000,19,-32.3666666652116
55,1,25,tuning_curve,22627.4,19,-41.3666666585186
55,1,25,tuning_curve,32000,19,-5.86666665799385
55,1,25,tuning_curve,45254.8,19,-31.5333333275021
70,1,25,tuning_curve,-1,19,23.9666666670928
70,1,25,tuning_curve,-1,19,30.1000000004024
70,1,25,tuning_curve,5656.85,19,-46.4999999968541
55,1,25,tuning_curve,1414.21,20,76.6666666737592
55,1,25,tuning_curve,8000,20,-80.4000000040332
55,1,25,tuning_curve,8000,20,-53.6666666707788
55,1,25,tuning_curve,16000,20,-33.0999999913502
55,1,25,tuning_curve,16000,20,93.8666666753534
70,1,25,tuning_curve,5656.85,20,-66.1000000045533
40,1,25,tuning_curve,-1,21,-99.5666666659645
40,1,25,tuning_curve,-1,21,18.1000000006861
40,1,25,tuning_curve,45254.8,21,92.2999999963849
70,1,25,tuning_curve,-1,21,21.3666666633117
70,1,25,tuning_curve,-1,21,31.5666666632524
70,1,25,tuning_curve,1414.21,21,47.099999996135
70,1,25,tuning_curve,1414.21,21,51.8333333294549
70,1,25,tuning_curve,64000,21,-3.36666667089958
40,1,25,tuning_curve,2000,22,-86.3333333350056
40,1,25,tuning_curve,2828.43,22,10.6000000050699
40,1,25,tuning_curve,11313.7,22,96.4666666739049
40,1,25,tuning_curve,45254.8,22,-66.5333333358831
55,1,25,tuning_curve,1414.21,22,-89.2333333355282
55,1,25,tuning_curve,2828.43,22,-30.166666664627
55,1,25,tuning_curve,2828.43,22,87.1333333353732
70,1,25,tuning_curve,-1,22,26.6666666753963
70,1,25,tuning_curve,2828.43,22,-87.199999993345
70,1,25,tuning_curve,45254.8,22,-94.6333333345137
40,1,25,tuning_curve,1000,23,-69.2333333284978
40,1,25,tuning_curve,1000,23,-47.0999999951118
40,1,25,tuning_curve,2828.43,23,-88.3333333370047
40,1,25,tuning_curve,2828.43,23,-20.8000000036463
40,1,25,tuning_curve,2828.43,23,20.6666666630326
40,1,25,tuning_curve,2828.43,23,31.7333333297256
55,1,25,tuning_curve,16000,23,-3.23333333221854
55,1,25,tuning_curve,32000,23,-59.2000000029884
70,1,25,tuning_curve,45254.8,23,-25.7333333254337
40,11,25,tuning_curve,-1,1,25.4999999971659
40,11,25,tuning_curve,-1,1,31.2666666638322
40,11,25,tuning_curve,1000,1,8.83333333236358
40,11,25,tuning_curve,1414.21,1,44.200000003265
40,11,25,tuning_curve,2828.43,1,-18.766666669805
40,11,25,tuning_curve,2828.43,1,35.6333333301961
40,11,25,tuning_curve,4000,1,-92.7999999905111
40,11,25,tuning_curve,4000,1,-80.3333333238427
40,11,25,tuning_curve,4000,1,-70.0999999905108
40,11,25,tuning_curve,8000,1,-97.2333333335431
40,11,25,tuning_curve,8000,1,-67.9000000002095
40,11,25,tuning_curve,8000,1,-29.4000000002095
40,11,25,tuning_curve,8000,1,-16.5333333335429
40,11,25,tuning_curve,16000,1,-63.9000000018157
40,11,25,tuning_curve,16000,1,18.8666666648523
40,11,25,tuning_curve,22627.4,1,-73.9666666702519
40,11,25,tuning_curve,22627.4,1,-57.3333333369188
40,11,25,tuning_curve,22627.4,1,-42.500000003586
40,11,25,tuning_curve,22627.4,1,-21.8333333369189
40,11,25,tuning_curve,32000,1,-20.9666666624884
