cell,expt,isi,n_pulses,pulse_width,rep,spikes,type
1,pinp,100,10,10,6,1217.76666666668,train
1,pinp,100,10,10,6,1515.23333333334,train
1,pinp,100,10,10,7,364.266666666651,train
1,pinp,100,10,10,7,985.299999999981,train
1,pinp,100,10,10,7,1474.83333333334,train
1,pinp,100,10,10,7,1775.33333333334,train
1,pinp,100,10,10,8,-523.300000000006,train
1,pinp,100,10,10,8,-329.866666666675,train
1,pinp,100,10,10,8,-251.533333333356,train
1,pinp,100,10,10,8,-184.066666666695,train
1,pinp,100,10,10,8,190.96666666664,train
1,pinp,100,10,10,8,444.29999999997,train
1,pinp,100,10,10,8,592.666666666645,train
1,pinp,100,10,10,8,875.433333333319,train
1,pinp,100,10,10,8,981.666666666655,train
1,pinp,100,10,10,8,994.299999999981,train
1,pinp,100,10,10,8,1529.39999999998,train
1,pinp,100,10,10,8,1625.13333333331,train
1,pinp,100,10,10,9,-145.266666666657,train
1,pinp,100,10,10,9,51.4333333333354,train
1,pinp,100,10,10,9,69.5666666666739,train
1,pinp,100,10,10,9,757.233333333346,train
1,pinp,100,10,10,9,1274.43333333335,train
1,pinp,100,10,10,9,1392.33333333334,train
1,pinp,100,10,10,9,1500.96666666667,train
1,pinp,100,10,10,10,691.600000000022,train
1,pinp,100,10,10,10,719.333333333338,train
1,pinp,100,10,10,10,755.566666666681,train
1,pinp,100,10,10,10,1168.43333333335,train
1,pinp,100,10,10,10,1265.83333333335,train
1,pinp,100,10,10,10,1621.96666666668,train
1,pinp,100,10,10,10,1699.40000000003,train
1,pinp,100,10,10,11,-599.433333333309,train
1,pinp,100,10,10,11,161.333333333346,train
1,pinp,100,10,10,11,900.166666666678,train
1,pinp,100,10,10,11,1012.70000000002,train
1,pinp,100,10,10,11,1345.03333333333,train
1,pinp,100,10,10,12,-166.233333333338,train
1,pinp,100,10,10,12,-105.866666666685,train
1,pinp,100,10,10,12,-95.6999999999937,train
1,pinp,100,10,10,12,83.4666666666521,train
1,pinp,100,10,10,12,199.399999999997,train
1,pinp,100,10,10,12,326.633333333319,train
1,pinp,100,10,10,12,597.533333333331,train
1,pinp,100,10,10,12,889.966666666652,train
1,pinp,100,10,10,12,1761.66666666666,train
1,pinp,100,10,10,13,-542.300000000012,train
1,pinp,100,10,10,13,-460.033333333342,train
1,pinp,100,10,10,13,-149.966666666671,train
1,pinp,100,10,10,13,88.9999999999986,train
1,pinp,100,10,10,13,173.966666666644,train
1,pinp,100,10,10,13,789.233333333328,train
1,pinp,100,10,10,13,957.499999999982,train
1,pinp,100,10,10,13,1209.99999999998,train
1,pinp,100,10,10,14,2.36666666668839,train
1,pinp,100,10,10,14,274.200000000008,train
1,pinp,100,10,10,14,432.700000000011,train
1,pinp,100,10,10,14,446.566666666683,train
1,pinp,100,10,10,14,483.766666666668,train
1,pinp,100,10,10,14,1096.10000000001,train
